base_id,variant_id,variant_index,domain,requirement_text,smells,applied_rules
B-058,B-058-S03,3,Reporting System,The system shall allow an authorized user to deactivate a scheduled report so that it is no longer executed and this shall be handled later according to internal policies KYC AML and PCI DSS.,"[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-058,B-058-S04,4,Reporting System,The system may allow an authorized user to deactivate a scheduled report so that it is no longer executed and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.,"[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-058,B-058-S05,5,Reporting System,The system shall allow an authorized user to deactivate a scheduled report so that it is no longer executed using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance.,"[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to""]"
B-058,B-058-S06,6,Reporting System,The system shall allow an authorized user to deactivate a scheduled report so that it is no longer executed and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-058,B-058-S07,7,Reporting System,"After processing is complete, The system for at least a short period of time.","[""incomplete_requirement"", ""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-058,B-058-S08,8,Reporting System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-059,B-059-S01,1,Reporting System,The system shall display an error message if a user attempts to access a report for which that user does not have permission and send a notification email to the administrator.,"[""non_atomic_requirement""]","[""non_atomic_requirement:add_notification_action""]"
B-059,B-059-S02,2,Reporting System,"Validate input, log the error, send a notification, restart the service.","[""non_verifiable_qualifier"", ""overuse_imperative_form""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list""]"
B-059,B-059-S03,3,Reporting System,"The system shall be display an error message if a user attempts to access a report for which that user does not have permission including user identifier, timestamp, action, etc.","[""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern""]"
B-059,B-059-S04,4,Reporting System,The system shall display an error message if a user attempts to access a report for which that user does not have permission. for a large number of users through a user-friendly and intuitive interface.,"[""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-059,B-059-S05,5,Reporting System,"The system shall display an error message if a user attempts to access a report for which that user does not have permission using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs""]"
B-059,B-059-S06,6,Reporting System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-059,B-059-S07,7,Reporting System,The system shall display an error message if a user attempts to access a report for which that user does not have permission under normal conditions and as appropriate and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_or_implicit_terms"", ""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-059,B-059-S08,8,Reporting System,The system may display an error message if a user attempts to access a report for which that user does not have permission if possible as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.,"[""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-060,B-060-S01,1,Reporting System,The system shall generate an audit log entry each time a user exports a report file in order to support auditing and regulatory compliance.,"[""embedded_rationale_or_justification""]","[""embedded_rationale_or_justification:add_in_order_to""]"
B-060,B-060-S02,2,Reporting System,The system shall generate an audit log entry each time a user exports a report file and behaves in the same way as described above so that all relevant stakeholders are notified appropriately.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification""]"
B-060,B-060-S03,3,Reporting System,The system.,"[""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-060,B-060-S04,4,Reporting System,"After processing is complete, The system will generate an audit log entry each time a user exports a report file for at least a short period of time.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-060,B-060-S05,5,Reporting System,If the described condition occurs within 5.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number""]"
B-060,B-060-S06,6,Reporting System,The system shall generate an audit log entry each time a user exports a report file and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
